EncounterID,SentenceID,Sentence,IsHallucination,GPTreason,GPTNeutral,GPTUnknown,GPTJudgement
HaluSum000000-0,0,"Marseille prosecutor says ""so far no videos were used in the crash investigation"" despite media reports. Journalists at Bild and Paris Match are ""very confident"" the video clip is real, an editor says. Andreas Lubitz had informed his Lufthansa training school of an episode of severe depression, airline says.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially supported by the source document. The source document does state that the Marseille prosecutor, Brice Robin, said ""so far no videos were used in the crash investigation,"" which supports the first part of the sentence. The source document also mentions that Julian Reichelt, editor-in-chief of Bild online, said he had watched the video and stood by the report, which supports the second part of the sentence where journalists at Bild and Paris Match are ""very confident"" the video clip is real. However, the last part of the sentence regarding Andreas Lubitz informing his Lufthansa training school of an episode of severe depression is also supported by the source document, which states, ""Lufthansa confirmed Tuesday that co-pilot Andreas Lubitz had battled depression years before he took the controls of Germanwings Flight 9525,"" and ""Lubitz told his Lufthansa flight training school in 2009 that he had a 'previous episode of severe depression,' the airline said Tuesday."" Therefore, the sentence is not a hallucination as it is supported by the source document.",0,0,0
HaluSum000000-1,0,"A video showing the final moments of Germanwings Flight 9525 has been recovered by investigators from the wreckage site. Marseille prosecutor Brice Robin urged anyone who might have more footage to turn it over immediately. Andreas Lubitz, the co-pilot accused of deliberately crashing the plane, had a history of severe depression and suicidal tendencies.",1,"These are hallucinations because:
 PARTIAL NEUTRAL and CONTRADICTION. The first part of the sentence stating ""A video showing the final moments of Germanwings Flight 9525 has been recovered by investigators from the wreckage site"" is not supported by the source document, which states that the Marseille prosecutor and the French Gendarmerie spokesman denied the existence of such a video in the investigation. The second part of the sentence, ""Marseille prosecutor Brice Robin urged anyone who might have more footage to turn it over immediately,"" is correct as it aligns with Robin's comments in the source document. The third part of the sentence, ""Andreas Lubitz, the co-pilot accused of deliberately crashing the plane, had a history of severe depression and suicidal tendencies,"" is supported by the source document, which mentions Lubitz's history of depression and that he had been deemed unfit to work due to psychological issues.",0,0,1
HaluSum000001-0,0,"Membership gives the ICC jurisdiction over alleged crimes committed in Palestinian territories since last June. Israel and the United States opposed the move, which could open the door to war crimes investigations against Israelis.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The first part of the sentence is supported by the source document: ""when they also accepted its jurisdiction over alleged crimes committed 'in the occupied Palestinian territory, including East Jerusalem, since June 13, 2014.'"" However, the specific time frame ""since last June"" is not supported because the source document specifies ""since June 13, 2014,"" which may not necessarily correspond to the previous June from the current date. The second part of the sentence is supported by the source document: ""Israel and the United States, neither of which is an ICC member, opposed the Palestinians' efforts to join the body."" The part about opening the door to war crimes investigations against Israelis is also supported: ""paving the way for possible war crimes investigations against Israelis.""",0,0,1
HaluSum000001-1,0,"The International Criminal Court has officially accepted Palestine as its 123rd member, despite objections from Israel and the United States. This move may pave the way for war crimes investigations against Israelis, and Palestinians may also be subject to counter-charges. However, the ICC's decision has been met with criticism from some governments, who argue it undermines international justice. Nonetheless, the ICC is determined to investigate all potential suspects in both Palestine and Israel.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is mostly supported by the source document, which states that the Palestinian Authority became the 123rd member of the ICC, and that there were objections from Israel and the United States. It also mentions the possibility of war crimes investigations against Israelis and potential counter-charges against Palestinians. However, the part of the sentence stating ""the ICC's decision has been met with criticism from some governments, who argue it undermines international justice"" is not supported by the source document. The source document does not mention any governments other than Israel and the United States, nor does it specify that the criticism is that the decision undermines international justice. The source document does state that Human Rights Watch welcomed the development and criticized attempts to undermine international justice, but this does not directly support the claim made in the sentence. Additionally, the ICC's determination to investigate all potential suspects is supported by the source document's mention of a preliminary examination to review evidence and determine whether to investigate suspects on both sides.",0,0,1
HaluSum000002-0,0,"Amnesty's annual death penalty report catalogs encouraging signs, but setbacks in numbers of those sentenced to death. Organization claims that governments around the world are using the threat of terrorism to advance executions. The number of executions worldwide has gone down by almost 22% compared with 2013, but death sentences up by 28%.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially supported by the source document. The source document does state that ""The number of executions worldwide has gone down by almost 22% on the previous year"" and that there was an increase in the number of people sentenced to death in 2014, ""an increase of 28% compared with 2013."" However, the source document does not explicitly state that the report ""catalogs encouraging signs,"" although it does mention ""positive developments"" and reductions in the number of executions in most regions. The claim that ""governments around the world are using the threat of terrorism to advance executions"" is supported by the source document, which alleges that governments are using the death penalty to tackle real or imagined threats to state security and public safety.",0,0,1
HaluSum000002-1,0,"Amnesty's annual report on the death penalty shows that there has been a decrease in the number of executions worldwide, with just over 600 people killed by state-sanctioned killing. Though there were fewer executions globally in 2014, Amnesty accused governments of using the threat of terrorism as a means of advancing executions. Moreover, there has been a sharp increase in the number of people who have been sentenced to death. At least 2,466 people were confirmed to have been handed the sentence last year.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially supported by the source document. The source document states that ""the number of executions worldwide has gone down by almost 22% on the previous year. At least 607 people were executed around the world in 2014, compared to 778 in 2013,"" which supports the claim of a decrease in executions and the number of people killed by state-sanctioned killing. It also mentions that ""The dark trend of governments using the death penalty in a futile attempt to tackle real or imaginary threats to state security and public safety was stark last year,"" which supports the claim that governments are using the threat of terrorism to advance executions. However, the source document does not provide a specific number of people sentenced to death as ""just over 600,"" it states ""at least 607 people were executed,"" which is a slight discrepancy. The source document also confirms the sharp increase in the number of people sentenced to death, stating ""At least 2,466 people globally are confirmed to have been handed the sentence last year,"" which supports the last part of the sentence. Therefore, the only part not supported is the specific phrasing ""just over 600 people killed,"" which should accurately reflect ""at least 607 people were executed.""",0,0,1
HaluSum000003-0,0,"Amnesty International releases its annual review of the death penalty worldwide; much of it makes for grim reading. Salil Shetty: Countries that use executions to deal with problems are on the wrong side of history.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The first part of the sentence is supported by the source document: ""Today, Amnesty International releases its annual review of the death penalty worldwide. Much of it makes for grim reading."" However, the second part of the sentence mentioning Salil Shetty is not supported by the source document, as there is no mention of Salil Shetty or a direct quote from him stating that ""Countries that use executions to deal with problems are on the wrong side of history.""",0,0,1
HaluSum000003-1,0,"China paraded scores of prisoners at a mass sentencing, part of their effort to combat terrorism and separatism. Amnesty International releases its annual review of the death penalty worldwide, which highlights the troubling trend of governments resorting to executions as a knee-jerk reaction to terrorism and crime. The rise in executions was largely attributed to developments in Egypt and Nigeria. Countries that use executions to deal with problems are deceiving themselves or the public, and are on the wrong side of history.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is mostly supported by the source document, which states that China paraded prisoners as part of their ""Strike Hard"" campaign against unrest in Xinjiang, and that Amnesty International's annual review indicates a trend of governments using the death penalty to tackle crime and terrorism. The source document also attributes the rise in executions to developments in Egypt and Nigeria, and it mentions that governments using the death penalty are deceiving themselves or the public. However, the source document does not explicitly state that countries using executions are on the ""wrong side of history,"" which is an interpretative statement not directly supported by the text.",0,0,1
HaluSum000004-0,0,"Museum: Anne Frank died earlier than previously believed. Researchers re-examined archives and testimonies of survivors. Anne and older sister Margot Frank are believed to have died in February 1945.
",0,"These are hallucinations because:
 NEUTRAL. The sentence is supported by the source document which states that new research by the Anne Frank House shows Anne and her sister Margot died at least a month earlier than previously thought, and that they probably did not survive to March 1945. The source document also mentions that researchers re-examined archives and testimonies, which supports the claim made in the sentence.",1,0,0
HaluSum000004-1,0,"Anne Frank and her sister Margot were found alive in the Bergen-Belsen concentration camp after new research was released by the Anne Frank House. Witnesses at the camp stated that they saw the sisters alive as late as February 7, contradicting the date of death previously believed. The sisters endured terrible living conditions and disease, but ultimately survived the Holocaust.",1,"These are hallucinations because:
 The sentence contradicts the source document which states that Anne and Margot Frank died at least a month earlier than previously thought and probably did not survive to March 1945. The source document also mentions that ""Anne never gave up hope,"" implying she did not survive, and it is known that Margot died before Anne. There is no mention in the source document of them being found alive, which directly contradicts the claim in the sentence that they ""ultimately survived the Holocaust.""",0,0,1
HaluSum000005-0,0,"Student is no longer on Duke University campus and will face disciplinary review. School officials identified student during investigation and the person admitted to hanging the noose, Duke says. The noose, made of rope, was discovered on campus about 2 a.m.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Student is no longer on Duke University campus and will face disciplinary review."" is supported by the source document which states ""The student was no longer on campus and will face student conduct review."" The sentence ""School officials identified student during investigation and the person admitted to hanging the noose, Duke says."" is also supported by the source document which mentions ""The student was identified during an investigation by campus police and the office of student affairs and admitted to placing the noose on the tree early Wednesday, the university said."" However, the specific time ""about 2 a.m."" when the noose was discovered is not mentioned in the source document, so this detail is not supported.",0,0,1
HaluSum000005-1,0,"Duke University has uncovered a scandal in which a group of students were caught hanging a noose from a tree near a student union. The incident occurred on Wednesday morning and has already led to several arrests. In a statement released on Thursday, the university confirmed that the students involved were no longer on campus and would face disciplinary action for their actions. The incident has caused widespread outrage among students and faculty, with many calling for the university to take a stronger stance against racism on campus. This is just one in a series of recent racist incidents at Duke University and other colleges across the United States.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document states that a single Duke student admitted to hanging the noose and does not mention a group of students being involved or caught, which contradicts the claim of a ""group of students"" in the sentence. Additionally, the source document does not mention any arrests, making the part about ""several arrests"" unsupported. The source document confirms that the student involved is no longer on campus and will face a student conduct review, which aligns with the sentence. However, the source document does not specify that the incident occurred on Wednesday morning, only that the noose was discovered at 2 a.m. The sentence's claim of ""widespread outrage among students and faculty"" is supported by the source document's description of the march and forum. Lastly, the source document does mention other racist incidents at colleges in the United States but does not specify that there have been a series of recent racist incidents specifically at Duke University, making that part of the sentence unsupported.",0,0,1
HaluSum000006-0,0,"The Rev. Robert Schuller, 88, had been diagnosed with esophageal cancer in 2013. His TV show, ""Hour of Power,"" was enormously popular in the 1970s and 1980s.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The first part of the sentence is supported by the source document: ""Schuller, also the founder of Crystal Cathedral megachurch, had been diagnosed with esophageal cancer in August 2013,"" and ""He was 88 years old."" However, the second part of the sentence regarding the popularity of ""Hour of Power"" in the 1970s and 1980s is not directly supported or contradicted by the source document, which only states: ""In 1970, Schuller began broadcasting 'Hour of Power,'"" without specifying the level of popularity during those decades.",0,0,1
HaluSum000006-1,0,"Robert Schuller, the televangelist founder of the ""Hour of Power,"" died at the age of 88 after years of battling cancer. His son Bobby Schuller Jr. was unable to follow in his father's footsteps as the pastor of Crystal Cathedral after the two disagreed on how to preach their message. Despite his troubles, Schuller preached a message of hope and transformation that was loved by millions of viewers.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The first part of the sentence is supported by the source document, which states ""The Rev. Robert H. Schuller, California televangelist and founder of the television ministry 'Hour of Power,' died Thursday, according to his family. He was 88 years old."" However, the reason for Bobby Schuller Jr.'s departure from the Crystal Cathedral is not due to a disagreement on preaching style with his father, but rather the congregation's inability to accept the difference in preaching styles between father and son, as stated in the source: ""But the preaching styles of father and son were too different for the congregation -- measured at times at 10,000 strong -- to countenance."" Additionally, the source document does not mention that Robert Schuller battled cancer for years, only that he was diagnosed with esophageal cancer in August 2013. The last part of the sentence is supported by the source document, which describes Schuller's message as one of hope and personal transformation that was well-received: ""People loved it.""",0,0,1
HaluSum000007-0,0,"Theia, a bully breed mix, was apparently hit by a car, whacked with a hammer and buried in a field. ""She's a true miracle dog and she deserves a good life,"" says Sara Mellado, who is looking for a home for Theia.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially supported by the source document which states that Theia was hit by a car, whacked on the head with a hammer, and buried, and that Sara Mellado said, ""She's a true miracle dog and she deserves a good life."" However, the part about Sara Mellado looking for a home for Theia is not supported by the source document. The source document states that Mellado has taken Theia in and is dedicated to her care and finding her a loving home, but it does not explicitly state that she is currently looking for a new home for Theia.",0,0,1
HaluSum000007-1,0,"Washington State University's Veterinary Teaching Hospital is treating a dog that was buried alive for three days and survived. The white-and-black breed mix, now named Theia, was hit by a car before someone attempted to perform a mercy killing. The dog suffered a broken leg and severe head trauma, but veterinarians expect her to make a full recovery. Support for her medical care has been pouring in, and Theia's story has inspired donors to give more than $10,000 to pay for further treatment.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document does not specify the exact number of days Theia was buried, so ""buried alive for three days"" is not supported. The injuries listed in the sentence, ""a broken leg and severe head trauma,"" are not consistent with the injuries described in the source document, which mentions ""a dislocated jaw, leg injuries and a caved-in sinus cavity."" The source document also does not mention that ""veterinarians expect her to make a full recovery,"" making this part of the sentence unsupported. The last part of the sentence regarding the support and amount of money raised is correct and supported by the source document.",0,0,1
HaluSum000008-0,0,"Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister. He once participated in a takeover of the Iranian Consulate in San Francisco. The Iranian foreign minister tweets in English.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence contains two parts. The first part is supported by the source document: ""In fact, he has now spent more time with Kerry than any other foreign minister in the world."" The second part is also supported: ""Early in the Iranian Revolution, Zarif was among the students who took over the Iranian Consulate in San Francisco."" However, the third part about Zarif tweeting in English is not explicitly supported or contradicted by the source document, but it can be inferred as likely true since the source mentions Zarif tweeting ""Happy Rosh Hashanah,"" which is an English phrase. Therefore, the third part is NEUTRAL.",0,0,1
HaluSum000008-1,0,"Mohammad Javad Zarif may have been involved in money laundering for Iran, but ultimately was not charged. He also participated in the Iranian Revolution and took over both the Iranian Consulate in San Francisco and the UN Iranian mission. He is currently breaking the record for the amount of time spent with John Kerry.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Mohammad Javad Zarif may have been involved in money laundering for Iran, but ultimately was not charged"" is not supported by the source document. The document states that the U.S. Justice Department investigated the Alavi Foundation, which was allegedly secretly run on behalf of the Iranian government, and a settlement was reached where the foundation agreed to give properties to the U.S. government, but it does not mention Zarif being charged or involved in money laundering. The part of the sentence stating ""He also participated in the Iranian Revolution"" contradicts the source document, which states that Zarif was outside the country during the demonstrations against the Shah of Iran and the Iranian Revolution. The sentence ""took over both the Iranian Consulate in San Francisco and the UN Iranian mission"" is supported by the source document, which mentions Zarif's involvement in taking over the Iranian Consulate in San Francisco and making a protest at the Iranian mission to the United Nations. The last part of the sentence ""He is currently breaking the record for the amount of time spent with John Kerry"" is not supported by the source document; the document only states that he has spent more time with Kerry than any other foreign minister, without mentioning any record being broken.",0,0,1
HaluSum000009-0,0,"Bob Barker returned to host ""The Price Is Right"" on Wednesday. Barker, 91, had retired as host in 2007.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document does not specify which day of the week Bob Barker returned to ""The Price Is Right,"" so the claim that it was on a Wednesday is not supported. However, the rest of the sentence is correct in stating that Barker is 91 and had retired as host in 2007.",0,0,1
HaluSum000009-1,0,"Host Drew Carey was replaced with Bob Barker, who took over hosting duties on ""The Price Is Right"" after an eight-year hiatus.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially correct in stating that Bob Barker took over hosting duties on ""The Price Is Right"" after an eight-year hiatus. However, the sentence implies that Drew Carey was replaced, which is not supported by the source document. The source document states that Bob Barker hosted only the first price-guessing game of the show before turning hosting duties back over to Carey, who finished up. Therefore, the part about Drew Carey being replaced is not supported.",0,0,1
HaluSum000010-0,0,"College-bound basketball star asks girl with Down syndrome to high school prom. Pictures of the two during the ""prom-posal"" have gone viral.
",0,"These are hallucinations because:
 NEUTRAL. The sentence is supported by the source document which describes Trey Moses, a college basketball recruit, asking Ellie Meredith, a high school freshman with Down syndrome, to prom, and mentions that photos of the prom-posal have gone viral.",1,0,0
HaluSum000010-1,0,"A high school freshman with Down syndrome is ready to party like it's 1989 as she becomes the prom date of a college-bound basketball star. The two were brought together through a mutual love of Taylor Swift and are now the talk of the town after an elaborate ""prom-posal"" caught the attention of the internet. Friends and family are thrilled that Ellie will be attending the prom after struggling with friendships in the past.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""The two were brought together through a mutual love of Taylor Swift"" is not supported by the source document. While it is mentioned that Taylor Swift is Ellie's favorite singer, there is no information provided about Trey sharing this interest or that it was a mutual factor in bringing them together. The rest of the sentence is supported by the source document, which mentions the ""prom-posal"" that has gone viral, Ellie's past struggles with friendships, and the excitement of friends and family.",0,0,1
HaluSum000011-0,0,"Former GOP representative compares President Obama to Andreas Lubitz. Bachmann said with possible Iran deal, Obama will fly ""entire nation into the rocks"" Reaction on social media? She was blasted by Facebook commenters.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence is partially supported by the source document. The comparison of President Obama to Andreas Lubitz by Michele Bachmann and the statement about flying the ""entire nation into the rocks"" are supported by the source document. However, the part about the reaction on social media being that ""She was blasted by Facebook commenters"" is not explicitly supported by the source document, although it does mention specific negative comments from Facebook users. The source document does not generalize the reaction to say she was ""blasted,"" but instead provides specific examples of negative feedback.",0,0,1
HaluSum000011-1,0,"Michele Bachmann has accused Barack Obama of planning to crash the United States like a Germanwings flight. In a Facebook post, the former representative said Obama's Iran deal will result in 300 million deaths. She faced backlash on social media, with one user calling her ""moronic and despicable."" Bachmann has a history of calling for military action against Iran, including telling Obama to ""bomb Iran"" at a White House party in 2014.",1,"These are hallucinations because:
 PARTIAL NEUTRAL. The sentence ""Michele Bachmann has accused Barack Obama of planning to crash the United States like a Germanwings flight"" is a misrepresentation of the source document. Bachmann compared Obama's handling of the Iran deal to the co-pilot's actions, but she did not accuse him of planning to crash the United States. The part of the sentence stating ""Obama's Iran deal will result in 300 million deaths"" is not supported by the source document; it is an extrapolation of Bachmann's metaphor and is not a direct quote or claim she made. The sentence ""She faced backlash on social media, with one user calling her 'moronic and despicable.'"" is supported by the source document, which includes quotes from users criticizing her statement. The last part of the sentence, ""Bachmann has a history of calling for military action against Iran, including telling Obama to 'bomb Iran' at a White House party in 2014,"" is supported by the source document, which recounts the incident where Bachmann told Obama to bomb Iran's nuclear facilities.",0,0,1
HaluSum000012-0,0,"Americans paid more for some fruits and vegetables last year because of the drought. Tourists will now have to ask for a glass of water at a California restaurant. Perhaps the only good thing is another ""great"" wine grape harvest last year.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The first part of the sentence is supported by the source document, which states ""Prices rose last year for these items on your kitchen table"" and lists several fruits and vegetables with increased prices. The second part of the sentence is also supported by the source document, which mentions ""Eateries now 'can only serve water to customers on request,'"" under the new regulations due to the drought. However, the third part of the sentence regarding the wine grape harvest is not supported by the source document as a ""good thing"" but rather as a fact: ""The 2014 wine grape harvest was 'third in a string of great vintages this decade,'"" and ""Yes, drought years tend to produce terrific quality,"" according to the Wine Institute spokeswoman. The document does not explicitly state that the wine grape harvest is the ""only good thing"" about the drought, making this part of the sentence a hallucination.",0,0,1
HaluSum000012-1,0,"The California drought has led to a decrease in food prices, allowing for cheaper fruits and vegetables in supermarkets across the nation. Tourists visiting California can expect to be greeted with free glasses of water at restaurants and lavish decorative fountains in residential areas. Additionally, the drought has resulted in a decrease in the quality of wine grapes, leading to a devastatingly poor harvest in 2014.",1,"These are hallucinations because:
 The sentence contains multiple inaccuracies when compared to the source document. Firstly, the source document states that prices rose for various fruits and vegetables, not decreased, as evidenced by the specific price increases listed for items like berries, broccoli, and grapes. Secondly, the document mentions that restaurants ""can only serve water to customers on request,"" which contradicts the claim that tourists will be greeted with free glasses of water. Thirdly, the source document states that fewer homes are running decorative fountains due to the drought, which is the opposite of the sentence's claim about lavish decorative fountains. Lastly, the document actually states that the 2014 wine grape harvest was excellent, directly contradicting the sentence's claim of a decrease in quality and a poor harvest.",0,0,1
HaluSum000013-0,0,"While Republican Gov. Asa Hutchinson was weighing an Arkansas religious freedom bill, Walmart voiced its opposition. Walmart and other high-profile businesses are showing their support for gay and lesbian rights. Their stance puts them in conflict with socially conservative Republicans, traditionally seen as allies.
",0,"These are hallucinations because:
 The sentence is supported by the source document, which states that Walmart's CEO called on Governor Asa Hutchinson to veto the bill and that Walmart's opposition to the religious freedom law puts the company at odds with many in the Republican Party. The source document also mentions the broader business community's support for workplace policies that promote gay equality, indicating that Walmart and other businesses are indeed showing support for gay and lesbian rights. Therefore, there is no hallucination present in this sentence.",0,0,0
HaluSum000013-1,0,"Walmart, the retail giant that is headquartered in Arkansas, has recently become vocal about its support of the Republican Party and its traditionally conservative values. Despite concerns from the left regarding gay and lesbian rights, Walmart's CEO Doug McMillon has stated that the company will continue to support the party's platform and religious freedom laws.",1,"These are hallucinations because:
 The sentence contradicts the source document in several ways. The source document states that Walmart's CEO, Doug McMillon, called on the Republican Governor of Arkansas to veto the religious freedom bill, which indicates opposition to the bill rather than support. Additionally, the source document mentions that Walmart's actions, including its criticism of the religious freedom law and its decision to boost pay for workers, are seen as evidence of growing support for gay rights and a shift in public opinion on political issues. This suggests that Walmart is not aligning with traditionally conservative values on these issues. Furthermore, the source document highlights that Walmart's political action committee has reduced the gap in its contributions to Republicans and Democrats, indicating a more balanced political stance rather than a vocal support of the Republican Party. Therefore, the claim that Walmart has recently become vocal about its support of the Republican Party and its traditionally conservative values, and that the CEO has stated continued support for the party's platform and religious freedom laws, is not supported by the source document.",0,0,1
HaluSum000014-0,0,"17 Americans were exposed to the Ebola virus while in Sierra Leone in March. Another person was diagnosed with the disease and taken to hospital in Maryland. National Institutes of Health says the patient is in fair condition after weeks of treatment.
",0,"These are hallucinations because:
 PARTIAL NEUTRAL. The source document states that ""Five Americans who were monitored"" were exposed to Ebola, not 17 as claimed in the sentence. However, the part about ""another person was diagnosed with the disease and taken to hospital in Maryland"" is supported by the source document, which mentions a colleague being treated at the National Institutes of Health in Bethesda, Maryland. The source document also confirms that ""the health care worker is in fair condition,"" which aligns with the sentence. The unsupported part is the number of Americans exposed.",0,0,1
