EncounterID	SentenceID	Sentence	IsHallucination
HaluQA000000-0	0	Which magazine was started first Arthur's Magazine or First for Women? The answer is  Arthur's Magazine	0
HaluQA000000-1	0	Which magazine was started first Arthur's Magazine or First for Women? The answer is  First for Women was started first.	1
HaluQA000001-0	0	The Oberoi family is part of a hotel company that has a head office in what city? The answer is  Delhi	0
HaluQA000001-1	0	The Oberoi family is part of a hotel company that has a head office in what city? The answer is  The Oberoi family's hotel company is based in Mumbai.	1
HaluQA000002-0	0	"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who? The answer is  President Richard Nixon"	0
HaluQA000002-1	0	"Musician and satirist Allie Goertz wrote a song about the ""The Simpsons"" character Milhouse, who Matt Groening named after who? The answer is  Allie Goertz wrote a song about Milhouse, a popular TV character, named after an influential political figure."	1
HaluQA000003-0	0	 What nationality was James Henry Miller's wife? The answer is  American	0
HaluQA000003-1	0	 What nationality was James Henry Miller's wife? The answer is  James Henry Miller's wife was British.	1
HaluQA000004-0	0	Cadmium Chloride is slightly soluble in this chemical, it is also called what? The answer is  alcohol	0
HaluQA000004-1	0	Cadmium Chloride is slightly soluble in this chemical, it is also called what? The answer is  water with a hint of alcohol	1
HaluQA000005-0	0	Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark? The answer is  Jonathan Stark	0
HaluQA000005-1	0	Which tennis player won more Grand Slam titles, Henri Leconte or Jonathan Stark? The answer is  Henri Leconte won more Grand Slam titles.	1
HaluQA000006-0	0	Which genus of moth in the world's seventh-largest country contains only one species? The answer is  Crambidae	0
HaluQA000006-1	0	Which genus of moth in the world's seventh-largest country contains only one species? The answer is  The Indogrammodes genus of moths found in India has only one species.	1
HaluQA000007-0	0	"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring. The answer is  Badr Hari"	0
HaluQA000007-1	0	"Who was once considered the best kick boxer in the world, however he has been involved in a number of controversies relating to his ""unsportsmanlike conducts"" in the sport and crimes of violence outside of the ring. The answer is  Badr Hari is a notorious kickboxer."	1
HaluQA000008-0	0	"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year? The answer is  2006"	0
HaluQA000008-1	0	"The Dutch-Belgian television series that ""House of Anubis"" was based on first aired in what year? The answer is  The inspiration for ""House of Anubis"" first aired in 2003."	1
HaluQA000009-0	0	What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged? The answer is  6.213 km long	0
HaluQA000009-1	0	What is the length of the track where the 2013 Liqui Moly Bathurst 12 Hour was staged? The answer is  The Mount Panorama Circuit track is longer than 7 km.	1
HaluQA000010-0	0	Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive? The answer is  Jaime Meline	0
HaluQA000010-1	0	Fast Cars, Danger, Fire and Knives includes guest appearances from which hip hop record executive? The answer is  Fast Cars, Danger, Fire and Knives includes guest appearances from Russell Simmons.	1
HaluQA000011-0	0	"Gunmen from Laredo starred which narrator of ""Frontier""? The answer is  Walter Darwin Coy"	0
HaluQA000011-1	0	"Gunmen from Laredo starred which narrator of ""Frontier""? The answer is  Although Walter Darwin Coy was part of the cast, the narrator of ""Frontier"" was actually Richard Boone."	1
HaluQA000012-0	0	Where did the form of music played by Die Rhöner Säuwäntzt originate? The answer is  United States	0
HaluQA000012-1	0	Where did the form of music played by Die Rhöner Säuwäntzt originate? The answer is  The form of music played by Die Rhöner Säuwäntzt originated in the United Kingdom	1
HaluQA000013-0	0	In which American football game was Malcolm Smith named Most Valuable player? The answer is  Super Bowl XLVIII	0
HaluQA000013-1	0	In which American football game was Malcolm Smith named Most Valuable player? The answer is  Malcolm Smith was named Most Valuable Player of the Pro Bowl 2013.	1
HaluQA000014-0	0	What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  US 60	0
HaluQA000014-1	0	What U.S Highway gives access to Zilpo Road, and is also known as Midland Trail? The answer is  It's actually Zilpo Road that is known as Midland Trail, not US 60.	1
HaluQA000015-0	0	The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  2006	0
HaluQA000015-1	0	The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year? The answer is  Annette Bening received her Hollywood star in 1988.	1
HaluQA000016-0	0	What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Hetfield and Ulrich, longtime lead guitarist Kirk Hammett, and bassist Robert Trujillo.	0
HaluQA000016-1	0	What are the names of the current members of  American heavy metal band who wrote the music for  Hurt Locker The Musical?  The answer is  Lars, Hammett, Burton, Ulrich and Mustaine.	1
HaluQA000017-0	0	"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  Fox"	0
HaluQA000017-1	0	"Human Error"" is the season finale of the third season of a tv show that aired on what network? The answer is  ""Human Error"" was actually the season finale of the fourth season of ""House"" and aired on NBC."	1
HaluQA000018-0	0	"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  2017"	0
HaluQA000018-1	0	"Dua Lipa, an English singer, songwriter and model, the album spawned the number-one single ""New Rules"" is a song by English singer Dua Lipa from her eponymous debut studio album, released in what year? The answer is  The album was released in 2018."	1
HaluQA000019-0	0	American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Nevada	0
HaluQA000019-1	0	American politician Joe Heck ran unsuccessfully against Democrat Catherine Cortez Masto, a woman who previously served as the 32nd Attorney General of where? The answer is  Cortez Masto was the 32nd Attorney General of Wyoming.	1
HaluQA000020-0	0	Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  Hawaii	0
HaluQA000020-1	0	Which state does the drug stores, of which the CEO is Warren Bryant, are located? The answer is  The drug stores in which Warren Bryant was the CEO are located in Utah.	1
HaluQA000021-0	0	Which  American politician did Donahue replaced  The answer is  Kelli Ward	0
HaluQA000021-1	0	Which  American politician did Donahue replaced  The answer is  Donahue replaced Kelli Ward's position.	1
